"k","log_hr","se_hk","hr","ci_low","ci_high","p_value","tau2","i2_percent","prediction_low","prediction_high"
5,0.150416658311179,0.0756805699024607,1.16231843148536,0.942041180291319,1.43410305667614,0.117784105443416,0.00805322837453638,28.1540864266008,0.799974313354491,1.68878439422082
