"cohort","platform","n","events","log_hr","se","hr_per_sd","ci_low","ci_high","p_value","c_index","ph_test_p"
"GSE85916_11719791_s_at","GPL13667 probe sensitivity",79,57,0.111271271936762,0.145045461998374,1.11769806585237,0.841127008417652,1.4852084808931,0.442993788741121,0.527397260273973,0.575913924191558
"GSE85916_11719792_at","GPL13667 probe sensitivity",79,57,0.13657990271048,0.146737376342625,1.1463464703066,0.859830441597096,1.5283364793918,0.351968478969048,0.518130539887188,0.467418231830029
